ANIO,MES,CONCESION,ENTIDAD PRESTADORA,AEROPUERTO,TIPO PASAJERO,TOTAL PASAJEROS
2019,8,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,SAPOSOA,INTERNACIONAL,0
2019,8,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,SAPOSOA,NACIONAL,0
2019,8,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,TINGO MARIA,INTERNACIONAL,0
2019,8,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,TINGO MARIA,NACIONAL,"2,280"
2019,8,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,TOCACHE,INTERNACIONAL,0
2019,8,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,TOCACHE,NACIONAL,78
2019,8,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,YURIMAGUAS,INTERNACIONAL,0
2019,8,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,YURIMAGUAS,NACIONAL,"1,894"
2019,8,PRIMER GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS DEL PERÚ S.A. (AdP),AEROPUERTO DE CHACHAPOYAS,NACIONAL,"2,615"
2019,8,PRIMER GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS DEL PERÚ S.A. (AdP),AEROPUERTO HUARAZ,INTERNACIONAL,"14,516"
2019,8,PRIMER GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS DEL PERÚ S.A. (AdP),AEROPUERTO HUARAZ,NACIONAL,"458,632"
2019,8,PRIMER GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS DEL PERÚ S.A. (AdP),ANDAHUAYLAS,INTERNACIONAL,
2019,8,PRIMER GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS DEL PERÚ S.A. (AdP),ANDAHUAYLAS,NACIONAL,20
2019,8,PRIMER GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS DEL PERÚ S.A. (AdP),ATALAYA,INTERNACIONAL,
2019,8,PRIMER GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS DEL PERÚ S.A. (AdP),ATALAYA,NACIONAL,"2,256"
2019,8,PRIMER GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS DEL PERÚ S.A. (AdP),CAD. FAP GUILLERMO DEL CASTILLO,NACIONAL,"87,092"
2019,8,PRIMER GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS DEL PERÚ S.A. (AdP),CAP. FAP DAVID ABENZUR R.,NACIONAL,"73,081"
2019,8,PRIMER GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS DEL PERÚ S.A. (AdP),CAP. FAP GUILLERMO CONCHA I,NACIONAL,"117,812"
2019,8,PRIMER GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS DEL PERÚ S.A. (AdP),CAP. FAP JOSÉ QUIÑONES G,NACIONAL,"64,771"
2019,8,PRIMER GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS DEL PERÚ S.A. (AdP),CAP. FAP PEDRO CANGA R,NACIONAL,"24,699"
2019,8,PRIMER GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS DEL PERÚ S.A. (AdP),CAP. FAP RENÁN ELIAS OLIVERA,NACIONAL,"6,519"
2019,8,PRIMER GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS DEL PERÚ S.A. (AdP),CAP. FAP VICTOR MONTES A,NACIONAL,"26,250"
2019,8,PRIMER GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS DEL PERÚ S.A. (AdP),CHIMBOTE,INTERNACIONAL,
2019,8,PRIMER GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS DEL PERÚ S.A. (AdP),CHIMBOTE,NACIONAL,0
2019,8,PRIMER GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS DEL PERÚ S.A. (AdP),CNEL. FAP FRANCISCO SECADA V.,NACIONAL,"120,207"
2019,8,PRIMER GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS DEL PERÚ S.A. (AdP),CTE. FAP GERMÁN ARIAS GRAZIANI,NACIONAL,67
2019,8,PRIMER GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS DEL PERÚ S.A. (AdP),CUSCO,INTERNACIONAL,"14,516"
2019,8,PRIMER GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS DEL PERÚ S.A. (AdP),CUSCO,NACIONAL,"374,189"
2019,8,PRIMER GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS DEL PERÚ S.A. (AdP),HUÁNUCO,INTERNACIONAL,
2019,8,PRIMER GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS DEL PERÚ S.A. (AdP),HUÁNUCO,NACIONAL,"5,401"
2019,8,PRIMER GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS DEL PERÚ S.A. (AdP),ILO,INTERNACIONAL,
2019,8,PRIMER GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS DEL PERÚ S.A. (AdP),ILO,NACIONAL,"4,019"
2019,8,PRIMER GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS DEL PERÚ S.A. (AdP),JAÉN,INTERNACIONAL,"25,598"
2019,8,PRIMER GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS DEL PERÚ S.A. (AdP),JAÉN,NACIONAL,
2019,8,PRIMER GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS DEL PERÚ S.A. (AdP),JAUJA,INTERNACIONAL,
2019,8,PRIMER GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS DEL PERÚ S.A. (AdP),JAUJA,NACIONAL,"20,512"
2019,8,PRIMER GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS DEL PERÚ S.A. (AdP),JUANJUI,INTERNACIONAL,
2019,8,PRIMER GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS DEL PERÚ S.A. (AdP),JUANJUI,NACIONAL,0
2019,8,PRIMER GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS DEL PERÚ S.A. (AdP),MAYOR GRAL. FAP ARMANDO REVOREDO,NACIONAL,"51,326"
2019,8,PRIMER GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS DEL PERÚ S.A. (AdP),MAZAMARI,INTERNACIONAL,
2019,8,PRIMER GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS DEL PERÚ S.A. (AdP),MAZAMARI,NACIONAL,0
2019,8,PRIMER GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS DEL PERÚ S.A. (AdP),NAZCA,INTERNACIONAL,
2019,8,PRIMER GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS DEL PERÚ S.A. (AdP),NAZCA,NACIONAL,"22,370"
2019,8,PRIMER GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS DEL PERÚ S.A. (AdP),RIOJA,INTERNACIONAL,
2019,8,PRIMER GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS DEL PERÚ S.A. (AdP),RIOJA,NACIONAL,15
2019,8,PRIMER GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS DEL PERÚ S.A. (AdP),ROD. DE MENDOZA,INTERNACIONAL,
2019,8,PRIMER GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS DEL PERÚ S.A. (AdP),ROD. DE MENDOZA,NACIONAL,0
2019,8,PRIMER GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS DEL PERÚ S.A. (AdP),SAPOSOA,INTERNACIONAL,
2019,8,PRIMER GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS DEL PERÚ S.A. (AdP),SAPOSOA,NACIONAL,0
2019,8,PRIMER GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS DEL PERÚ S.A. (AdP),TINGO MARIA,INTERNACIONAL,
2019,8,PRIMER GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS DEL PERÚ S.A. (AdP),TINGO MARIA,NACIONAL,"2,280"
2019,8,PRIMER GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS DEL PERÚ S.A. (AdP),TOCACHE,INTERNACIONAL,
2019,8,PRIMER GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS DEL PERÚ S.A. (AdP),TOCACHE,NACIONAL,78
2019,8,PRIMER GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS DEL PERÚ S.A. (AdP),YURIMAGUAS,INTERNACIONAL,
2019,8,PRIMER GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS DEL PERÚ S.A. (AdP),YURIMAGUAS,NACIONAL,"1,894"
2019,8,SEGUNDO GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS ANDINOS DEL PERÚ S.A.,ALFREDO RODRIGUEZ BALLÓN,INTERNACIONAL,"2,002"
2019,8,SEGUNDO GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS ANDINOS DEL PERÚ S.A.,ALFREDO RODRIGUEZ BALLÓN,NACIONAL,"198,937"
2019,8,SEGUNDO GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS ANDINOS DEL PERÚ S.A.,CNEL. FAP ALFREDO MENDIVIL,INTERNACIONAL,0
2019,8,SEGUNDO GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS ANDINOS DEL PERÚ S.A.,CNEL. FAP ALFREDO MENDIVIL,NACIONAL,"29,879"
2019,8,SEGUNDO GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS ANDINOS DEL PERÚ S.A.,CNEL. FAP CARLOS CIRIANI SANTA ROSA,INTERNACIONAL,0
2019,8,SEGUNDO GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS ANDINOS DEL PERÚ S.A.,CNEL. FAP CARLOS CIRIANI SANTA ROSA,NACIONAL,"48,521"
2019,8,SEGUNDO GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS ANDINOS DEL PERÚ S.A.,INCA MANCO CAPAC,INTERNACIONAL,4
2019,8,SEGUNDO GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS ANDINOS DEL PERÚ S.A.,INCA MANCO CAPAC,NACIONAL,"44,575"
2019,8,SEGUNDO GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS ANDINOS DEL PERÚ S.A.,PADRE ALDAMIZ,INTERNACIONAL,0
2019,8,SEGUNDO GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPÚBLICA DEL PERÚ,AEROPUERTOS ANDINOS DEL PERÚ S.A.,PADRE ALDAMIZ,NACIONAL,"33,606"
2019,11,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,ANDAHUAYLAS,INTERNACIONAL,0
2019,11,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,ANDAHUAYLAS,NACIONAL,10
2019,11,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,ATALAYA,INTERNACIONAL,0
2019,11,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,ATALAYA,NACIONAL,"1,911"
2019,11,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,CHIMBOTE,INTERNACIONAL,0
2019,11,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,CHIMBOTE,NACIONAL,0
2019,11,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,CUSCO,INTERNACIONAL,"13,024"
2019,11,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,CUSCO,NACIONAL,"306,028"
2019,11,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,HUÁNUCO,INTERNACIONAL,0
2019,11,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,HUÁNUCO,NACIONAL,"4,385"
2019,11,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,ILO,INTERNACIONAL,0
2019,11,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,ILO,NACIONAL,"3,092"
2019,11,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,JAÉN,INTERNACIONAL,0
2019,11,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,JAÉN,NACIONAL,"22,352"
2019,11,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,JAUJA,INTERNACIONAL,0
2019,11,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,JAUJA,NACIONAL,"18,478"
2019,11,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,JUANJUI,INTERNACIONAL,0
2019,11,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,JUANJUI,NACIONAL,0
2019,11,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,MAZAMARI,INTERNACIONAL,0
2019,11,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,MAZAMARI,NACIONAL,3
2019,11,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,NAZCA,INTERNACIONAL,0
2019,11,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,NAZCA,NACIONAL,"15,674"
2019,11,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,RIOJA,INTERNACIONAL,0
2019,11,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,RIOJA,NACIONAL,8
2019,11,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,ROD. DE MENDOZA,INTERNACIONAL,0
2019,11,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,ROD. DE MENDOZA,NACIONAL,0
2019,11,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,SAPOSOA,INTERNACIONAL,0
2019,11,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,SAPOSOA,NACIONAL,0
2019,11,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,TINGO MARIA,INTERNACIONAL,0
2019,11,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,TINGO MARIA,NACIONAL,"2,195"
2019,11,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,TOCACHE,INTERNACIONAL,0
2019,11,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,TOCACHE,NACIONAL,39
2019,11,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,YURIMAGUAS,INTERNACIONAL,0
2019,11,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,YURIMAGUAS,NACIONAL,"1,328"
2019,12,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,ANDAHUAYLAS,INTERNACIONAL,0
2019,12,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,ANDAHUAYLAS,NACIONAL,0
2019,12,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,ATALAYA,INTERNACIONAL,0
2019,12,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,ATALAYA,NACIONAL,"2,099"
2019,12,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,CHIMBOTE,INTERNACIONAL,0
2019,12,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,CHIMBOTE,NACIONAL,0
2019,12,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,CUSCO,INTERNACIONAL,"13,575"
2019,12,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,CUSCO,NACIONAL,"294,316"
2019,12,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,HUÁNUCO,INTERNACIONAL,0
2019,12,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,HUÁNUCO,NACIONAL,"4,682"
2019,12,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,ILO,INTERNACIONAL,0
2019,12,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,ILO,NACIONAL,"2,952"
2019,12,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,JAÉN,INTERNACIONAL,0
2019,12,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,JAÉN,NACIONAL,"25,564"
2019,12,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,JAUJA,INTERNACIONAL,0
2019,12,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,JAUJA,NACIONAL,"21,675"
2019,12,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,JUANJUI,INTERNACIONAL,0
2019,12,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,JUANJUI,NACIONAL,0
2019,12,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,MAZAMARI,INTERNACIONAL,0
2019,12,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,MAZAMARI,NACIONAL,6
2019,12,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,NAZCA,INTERNACIONAL,0
2019,12,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,NAZCA,NACIONAL,"12,370"
2019,12,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,RIOJA,INTERNACIONAL,0
2019,12,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,RIOJA,NACIONAL,0
2019,12,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,ROD. DE MENDOZA,INTERNACIONAL,0
2019,12,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,ROD. DE MENDOZA,NACIONAL,0
2019,12,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,SAPOSOA,INTERNACIONAL,0
2019,12,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,SAPOSOA,NACIONAL,0
2019,12,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,TINGO MARIA,INTERNACIONAL,0
2019,12,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,TINGO MARIA,NACIONAL,"1,842"
2019,12,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,TOCACHE,INTERNACIONAL,0
2019,12,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,TOCACHE,NACIONAL,8
2019,12,AEROPUERTOS NO CONCESIONADOS,CORPORACIÓN PERUANA DE AEROPUERTOS Y AVIACIÓN COMERCIAL S.A.  - CORPAC S.A.,YURIMAGUAS,INTERNACIONAL,0
